iter	Logloss
0	0.5193758494
1	0.387176718
2	0.2882617416
3	0.219664435
4	0.1643315192
5	0.130887612
6	0.1022528233
7	0.07864615204
8	0.06280375062
9	0.0497980786
10	0.03970845471
11	0.03201642621
12	0.02603552015
13	0.02205189102
14	0.01819350222
15	0.01486940177
16	0.0123725915
17	0.01076798924
18	0.009137964485
19	0.007900850006
20	0.006956085948
21	0.006165679163
22	0.005413618893
23	0.004718267374
24	0.004221838385
25	0.003826057186
26	0.003428545132
27	0.00304250882
28	0.002767590008
29	0.002476665833
30	0.002271254986
31	0.002081025015
32	0.001908533903
33	0.001737773737
34	0.001585464161
35	0.001470235574
36	0.001365667724
37	0.001280801245
38	0.001200436667
39	0.001122641694
40	0.001050273914
41	0.0009865599608
42	0.0009293009999
43	0.0008694343075
44	0.0008273836096
45	0.0007804669115
46	0.0007447980953
47	0.0007061978708
48	0.0006796522864
49	0.0006430811559
50	0.0006164903958
51	0.0005837885536
52	0.0005576908836
53	0.000536135579
54	0.0005143556224
55	0.0004962695604
56	0.0004756609717
57	0.0004607426484
58	0.0004442897231
59	0.0004295470431
60	0.0004170579597
61	0.0004023699991
62	0.0003925561715
63	0.0003836201183
64	0.0003748309775
65	0.0003639130228
66	0.0003554419173
67	0.0003460359785
68	0.0003360866315
69	0.0003270255415
70	0.0003270265636
71	0.0003270229861
72	0.000323370948
73	0.0003147784184
74	0.0003147854386
75	0.0003147854386
76	0.0003066523652
77	0.0003066365566
78	0.0003066365566
79	0.0003066358944
80	0.0003066228536
81	0.00030661269
82	0.0003065983338
83	0.0003065932942
84	0.0003065929066
85	0.0002974260321
86	0.0002974191059
87	0.0002974125031
88	0.0002974082184
89	0.0002974082184
90	0.0002974082184
91	0.0002974027156
92	0.0002973969802
93	0.0002974041708
94	0.0002974006563
95	0.0002973758099
96	0.0002973635541
97	0.0002908923364
98	0.0002908731768
99	0.0002829989135
100	0.0002829980557
101	0.000282991239
102	0.000282991239
103	0.0002749214101
104	0.000274911384
105	0.0002749008397
106	0.0002749008397
107	0.0002748927379
108	0.0002748909033
109	0.0002748879743
110	0.0002748879743
111	0.0002748847845
112	0.0002748847845
113	0.0002748840598
114	0.0002748822935
115	0.0002748712848
116	0.0002748716246
117	0.0002748688811
118	0.0002748673394
119	0.0002748632556
120	0.0002748590818
121	0.000274852694
122	0.0002748416045
123	0.0002748416045
124	0.0002748447977
125	0.0002748447977
126	0.0002748448061
127	0.000274832315
128	0.0002748247432
129	0.0002748155038
130	0.000274815234
131	0.0002748003655
132	0.0002748003655
133	0.0002748009575
134	0.0002747993488
135	0.0002747943246
136	0.0002747903521
137	0.0002747903521
138	0.0002747892833
139	0.0002747892833
140	0.0002747830146
141	0.0002747830146
142	0.0002747864427
143	0.0002747764393
144	0.0002747790783
145	0.0002747790783
146	0.0002747804943
147	0.0002747804943
148	0.0002747692275
149	0.0002747692275
150	0.0002747585368
151	0.0002747586359
152	0.0002747586359
153	0.0002747571319
154	0.000274758382
155	0.0002747511553
156	0.0002747519906
157	0.0002747372635
158	0.0002747399364
159	0.0002747350728
160	0.0002747310324
161	0.0002747322904
162	0.0002747240933
163	0.0002747240933
164	0.0002747094877
165	0.0002747212108
166	0.0002747212108
167	0.0002747212108
168	0.0002747068369
169	0.0002747035486
170	0.0002747023122
171	0.0002747028947
172	0.0002746961453
173	0.0002746898741
174	0.0002746864593
175	0.0002746864593
176	0.0002746773566
177	0.0002746684927
178	0.0002746694441
179	0.0002746629859
180	0.0002746562512
181	0.0002746562512
182	0.0002746545699
183	0.0002746434367
184	0.0002746452377
185	0.0002746452377
186	0.0002746435948
187	0.0002746435948
188	0.0002746440148
189	0.0002746378425
190	0.0002746371144
191	0.0002746333568
192	0.0002746281453
193	0.0002746167232
194	0.0002746167232
195	0.0002746167232
196	0.0002746167232
197	0.0002746167232
198	0.0002746103341
199	0.0002746139959
200	0.0002746139959
201	0.000274607839
202	0.0002746068702
203	0.0002746068702
204	0.0002746068702
205	0.0002746037109
206	0.0002746037109
207	0.0002745946432
208	0.0002745937165
209	0.0002745896243
210	0.0002745896243
211	0.0002745896243
212	0.0002745896243
213	0.0002745896243
214	0.0002745972532
215	0.0002745821501
216	0.0002745821501
217	0.0002745833155
218	0.0002745833155
219	0.0002745796433
220	0.0002745727466
221	0.0002745759629
222	0.0002745678167
223	0.0002745632
224	0.0002745566417
225	0.0002745513839
226	0.0002745505331
227	0.0002745505331
228	0.0002745497941
229	0.0002745481882
230	0.0002745397937
231	0.0002745393926
232	0.0002745393926
233	0.0002745393926
234	0.0002745311997
235	0.0002745205876
236	0.0002745205876
237	0.0002745218865
238	0.0002745256562
239	0.0002745199377
240	0.0002745199377
241	0.0002745193541
242	0.0002745179479
243	0.000274512377
244	0.0002745076331
245	0.0002745076331
246	0.0002745055722
247	0.0002745065948
248	0.0002745010648
249	0.0002744979875
250	0.0002744887068
251	0.0002744854767
252	0.0002744854767
253	0.0002744841081
254	0.0002744860638
255	0.0002744783377
256	0.0002744787822
257	0.000274472424
258	0.0002744721121
259	0.0002744622078
260	0.000274453791
261	0.0002744564754
262	0.0002744564754
263	0.0002744564754
